Sender_id_1,Sender_fullname_1,Recipient_fullname_1,Email_Subject_1,Subject_Type_1,SentDate_1,Weekday_1,SentHour_1,SentTime_1,Department_1,Title_1
37,Linnea Bergen,Marin Onda,RE: Upcoming birthdays,Work related,6/1/2014,Monday,During_work_hours,11:16,IT,IT Group Manager
37,Linnea Bergen,Kare Orilla,RE: Upcoming birthdays,Work related,6/1/2014,Monday,During_work_hours,11:16,IT,IT Group Manager
37,Linnea Bergen,Elsa Orilla,RE: Upcoming birthdays,Work related,6/1/2014,Monday,During_work_hours,11:16,IT,IT Group Manager
37,Linnea Bergen,Brand Tempestad,RE: Upcoming birthdays,Work related,6/1/2014,Monday,During_work_hours,11:16,IT,IT Group Manager
37,Linnea Bergen,Ingrid Barranco,RE: Upcoming birthdays,Work related,6/1/2014,Monday,During_work_hours,11:16,IT,IT Group Manager
37,Linnea Bergen,Ada Campo-Corrente,RE: Upcoming birthdays,Work related,6/1/2014,Monday,During_work_hours,11:16,IT,IT Group Manager
37,Linnea Bergen,Sten Sanjorge Jr.,RE: Upcoming birthdays,Work related,6/1/2014,Monday,During_work_hours,11:16,IT,IT Group Manager
37,Linnea Bergen,Orhan Strum,RE: Upcoming birthdays,Work related,6/1/2014,Monday,During_work_hours,11:16,IT,IT Group Manager
37,Linnea Bergen,Willem Vasco-Pais,RE: Upcoming birthdays,Work related,6/1/2014,Monday,During_work_hours,11:16,IT,IT Group Manager
37,Linnea Bergen,Bertrand Ovan,RE: Upcoming birthdays,Work related,6/1/2014,Monday,During_work_hours,11:16,IT,IT Group Manager
37,Linnea Bergen,Albina Hafon,RE: Upcoming birthdays,Work related,6/1/2014,Monday,During_work_hours,11:16,IT,IT Group Manager
37,Linnea Bergen,Benito Hawelon,RE: Upcoming birthdays,Work related,6/1/2014,Monday,During_work_hours,11:16,IT,IT Group Manager
37,Linnea Bergen,Claudio Hawelon,RE: Upcoming birthdays,Work related,6/1/2014,Monday,During_work_hours,11:16,IT,IT Group Manager
37,Linnea Bergen,Henk Mies,RE: Upcoming birthdays,Work related,6/1/2014,Monday,During_work_hours,11:16,IT,IT Group Manager
37,Linnea Bergen,Valeria Morlun,RE: Upcoming birthdays,Work related,6/1/2014,Monday,During_work_hours,11:16,IT,IT Group Manager
37,Linnea Bergen,Adan Morlun,RE: Upcoming birthdays,Work related,6/1/2014,Monday,During_work_hours,11:16,IT,IT Group Manager
37,Linnea Bergen,Cecilia Morluniau,RE: Upcoming birthdays,Work related,6/1/2014,Monday,During_work_hours,11:16,IT,IT Group Manager
37,Linnea Bergen,Irene Nant,RE: Upcoming birthdays,Work related,6/1/2014,Monday,During_work_hours,11:16,IT,IT Group Manager
37,Linnea Bergen,Dylan Scozzese,RE: Upcoming birthdays,Work related,6/1/2014,Monday,During_work_hours,11:16,IT,IT Group Manager
37,Linnea Bergen,Lucas Alcazar,RE: Upcoming birthdays,Work related,6/1/2014,Monday,During_work_hours,11:16,IT,IT Group Manager
37,Linnea Bergen,Isak Baza,RE: Upcoming birthdays,Work related,6/1/2014,Monday,During_work_hours,11:16,IT,IT Group Manager
37,Linnea Bergen,Nils Calixto,RE: Upcoming birthdays,Work related,6/1/2014,Monday,During_work_hours,11:16,IT,IT Group Manager
37,Linnea Bergen,Sven Flecha,RE: Upcoming birthdays,Work related,6/1/2014,Monday,During_work_hours,11:16,IT,IT Group Manager
37,Linnea Bergen,Hideki Cocinaro,RE: Upcoming birthdays,Work related,6/1/2014,Monday,During_work_hours,11:16,IT,IT Group Manager
37,Linnea Bergen,Inga Ferro,RE: Upcoming birthdays,Work related,6/1/2014,Monday,During_work_hours,11:16,IT,IT Group Manager
37,Linnea Bergen,Loreto Bodrogi,RE: Upcoming birthdays,Work related,6/1/2014,Monday,During_work_hours,11:16,IT,IT Group Manager
37,Linnea Bergen,Isia Vann,RE: Upcoming birthdays,Work related,6/1/2014,Monday,During_work_hours,11:16,IT,IT Group Manager
37,Linnea Bergen,Stenig Fusil,RE: Upcoming birthdays,Work related,6/1/2014,Monday,During_work_hours,11:16,IT,IT Group Manager
37,Linnea Bergen,Hennie Osvaldo,RE: Upcoming birthdays,Work related,6/1/2014,Monday,During_work_hours,11:16,IT,IT Group Manager
37,Linnea Bergen,Kanon Herrero,RE: Upcoming birthdays,Work related,6/1/2014,Monday,During_work_hours,11:16,IT,IT Group Manager
37,Linnea Bergen,Varja Lagos,RE: Upcoming birthdays,Work related,6/1/2014,Monday,During_work_hours,11:16,IT,IT Group Manager
37,Linnea Bergen,Minke Mies,RE: Upcoming birthdays,Work related,6/1/2014,Monday,During_work_hours,11:16,IT,IT Group Manager
37,Linnea Bergen,Felix Resumir,RE: Upcoming birthdays,Work related,6/1/2014,Monday,During_work_hours,11:16,IT,IT Group Manager
37,Linnea Bergen,Edvard Vann,RE: Upcoming birthdays,Work related,6/1/2014,Monday,During_work_hours,11:16,IT,IT Group Manager
37,Linnea Bergen,Emile Arpa,RE: Upcoming birthdays,Work related,6/1/2014,Monday,During_work_hours,11:16,IT,IT Group Manager
37,Linnea Bergen,Varro Awelon,RE: Upcoming birthdays,Work related,6/1/2014,Monday,During_work_hours,11:16,IT,IT Group Manager
37,Linnea Bergen,Mat Bramar,RE: Upcoming birthdays,Work related,6/1/2014,Monday,During_work_hours,11:16,IT,IT Group Manager
37,Linnea Bergen,Dante Coginian,RE: Upcoming birthdays,Work related,6/1/2014,Monday,During_work_hours,11:16,IT,IT Group Manager
37,Linnea Bergen,Carla Forluniau,RE: Upcoming birthdays,Work related,6/1/2014,Monday,During_work_hours,11:16,IT,IT Group Manager
37,Linnea Bergen,Linda Lagos,RE: Upcoming birthdays,Work related,6/1/2014,Monday,During_work_hours,11:16,IT,IT Group Manager
37,Linnea Bergen,Cornelia Lais,RE: Upcoming birthdays,Work related,6/1/2014,Monday,During_work_hours,11:16,IT,IT Group Manager
37,Linnea Bergen,Ruscella Mies Haber,RE: Upcoming birthdays,Work related,6/1/2014,Monday,During_work_hours,11:16,IT,IT Group Manager
37,Linnea Bergen,Anda Ribera,RE: Upcoming birthdays,Work related,6/1/2014,Monday,During_work_hours,11:16,IT,IT Group Manager
39,Lucas Alcazar,Nils Calixto,GT-SeismicProcessorPro Bug Report,Work related,6/1/2014,Monday,During_work_hours,11:23,IT,IT Helpdesk
39,Lucas Alcazar,Sven Flecha,GT-SeismicProcessorPro Bug Report,Work related,6/1/2014,Monday,During_work_hours,11:23,IT,IT Helpdesk
29,Isak Baza,Lucas Alcazar,RE: GT-SeismicProcessorPro Bug Report,Work related,6/1/2014,Monday,During_work_hours,11:34,IT,IT Technician
39,Lucas Alcazar,Isak Baza,RE: GT-SeismicProcessorPro Bug Report,Work related,6/1/2014,Monday,During_work_hours,11:40,IT,IT Helpdesk
47,Sten Sanjorge Jr.,Orhan Strum,IPO,Work related,6/1/2014,Monday,During_work_hours,11:53,Executive,President/CEO
47,Sten Sanjorge Jr.,Willem Vasco-Pais,IPO,Work related,6/1/2014,Monday,During_work_hours,11:53,Executive,President/CEO
41,Mat Bramar,Anda Ribera,Craft night,Non-work related,6/1/2014,Monday,During_work_hours,12:05,Administration,Assistant to CEO
41,Mat Bramar,Rachel Pantanal,Craft night,Non-work related,6/1/2014,Monday,During_work_hours,12:05,Administration,Assistant to CEO
41,Mat Bramar,Linda Lagos,Craft night,Non-work related,6/1/2014,Monday,During_work_hours,12:05,Administration,Assistant to CEO
41,Mat Bramar,Ruscella Mies Haber,Craft night,Non-work related,6/1/2014,Monday,During_work_hours,12:05,Administration,Assistant to CEO
41,Mat Bramar,Carla Forluniau,Craft night,Non-work related,6/1/2014,Monday,During_work_hours,12:05,Administration,Assistant to CEO
41,Mat Bramar,Cornelia Lais,Craft night,Non-work related,6/1/2014,Monday,During_work_hours,12:05,Administration,Assistant to CEO
39,Lucas Alcazar,Isak Baza,RE: GT-SeismicProcessorPro Bug Report,Work related,6/1/2014,Monday,During_work_hours,12:05,IT,IT Helpdesk
27,Ingrid Barranco,Loreto Bodrogi,RE: Plants,Work related,6/1/2014,Monday,During_work_hours,12:15,Executive,SVP/CFO
6,Axel Calzas,Felix Balas,Wellhead flow rate data,Work related,6/1/2014,Monday,During_work_hours,12:15,Engineering,Drill Technician
6,Axel Calzas,Lars Azada,Wellhead flow rate data,Work related,6/1/2014,Monday,During_work_hours,12:15,Engineering,Drill Technician
6,Axel Calzas,Elsa Orilla,Wellhead flow rate data,Work related,6/1/2014,Monday,During_work_hours,12:15,Engineering,Drill Technician
6,Axel Calzas,Birgitta Frente,Wellhead flow rate data,Work related,6/1/2014,Monday,During_work_hours,12:15,Engineering,Drill Technician
6,Axel Calzas,Kare Orilla,Wellhead flow rate data,Work related,6/1/2014,Monday,During_work_hours,12:15,Engineering,Drill Technician
6,Axel Calzas,Isande Borrasca,Wellhead flow rate data,Work related,6/1/2014,Monday,During_work_hours,12:15,Engineering,Drill Technician
6,Axel Calzas,Gustav Cazar,Wellhead flow rate data,Work related,6/1/2014,Monday,During_work_hours,12:15,Engineering,Drill Technician
6,Axel Calzas,Vira Frente,Wellhead flow rate data,Work related,6/1/2014,Monday,During_work_hours,12:15,Engineering,Drill Technician
34,Lars Azada,Birgitta Frente,RE: Wellhead flow rate data,Work related,6/1/2014,Monday,During_work_hours,12:21,Engineering,Engineer
34,Lars Azada,Felix Balas,RE: Wellhead flow rate data,Work related,6/1/2014,Monday,During_work_hours,12:21,Engineering,Engineer
48,Stenig Fusil,Orhan Strum,RE: Service anniversary,Work related,6/1/2014,Monday,During_work_hours,12:28,Security,Building Control
44,Orhan Strum,Stenig Fusil,RE: Service anniversary,Work related,6/1/2014,Monday,During_work_hours,12:28,Executive,SVP/COO
4,Albina Hafon,Dante Coginian,RE: New refueling policies - Effective February 1,Work related,6/1/2014,Monday,During_work_hours,12:30,Facilities,Truck Driver
4,Albina Hafon,Irene Nant,RE: New refueling policies - Effective February 1,Work related,6/1/2014,Monday,During_work_hours,12:30,Facilities,Truck Driver
4,Albina Hafon,Dylan Scozzese,RE: New refueling policies - Effective February 1,Work related,6/1/2014,Monday,During_work_hours,12:30,Facilities,Truck Driver
4,Albina Hafon,Benito Hawelon,RE: New refueling policies - Effective February 1,Work related,6/1/2014,Monday,During_work_hours,12:30,Facilities,Truck Driver
4,Albina Hafon,Valeria Morlun,RE: New refueling policies - Effective February 1,Work related,6/1/2014,Monday,During_work_hours,12:30,Facilities,Truck Driver
4,Albina Hafon,Adan Morlun,RE: New refueling policies - Effective February 1,Work related,6/1/2014,Monday,During_work_hours,12:30,Facilities,Truck Driver
4,Albina Hafon,Emile Arpa,RE: New refueling policies - Effective February 1,Work related,6/1/2014,Monday,During_work_hours,12:30,Facilities,Truck Driver
43,Nils Calixto,Sven Flecha,RE: GT-SeismicProcessorPro Bug Report,Work related,6/1/2014,Monday,During_work_hours,12:34,IT,IT Technician
20,Felix Balas,Birgitta Frente,RE: Wellhead flow rate data,Work related,6/1/2014,Monday,During_work_hours,12:36,Engineering,Engineer
20,Felix Balas,Lars Azada,RE: Wellhead flow rate data,Work related,6/1/2014,Monday,During_work_hours,12:36,Engineering,Engineer
20,Felix Balas,Birgitta Frente,RE: Wellhead flow rate data,Work related,6/1/2014,Monday,During_work_hours,12:37,Engineering,Engineer
20,Felix Balas,Lars Azada,RE: Wellhead flow rate data,Work related,6/1/2014,Monday,During_work_hours,12:37,Engineering,Engineer
34,Lars Azada,Birgitta Frente,RE: Wellhead flow rate data,Work related,6/1/2014,Monday,During_work_hours,12:39,Engineering,Engineer
34,Lars Azada,Felix Balas,RE: Wellhead flow rate data,Work related,6/1/2014,Monday,During_work_hours,12:39,Engineering,Engineer
38,Loreto Bodrogi,Varja Lagos,RE: Patrol schedule changes,Work related,6/1/2014,Monday,During_work_hours,12:44,Security,Site Control
38,Loreto Bodrogi,Hennie Osvaldo,RE: Patrol schedule changes,Work related,6/1/2014,Monday,During_work_hours,12:44,Security,Site Control
38,Loreto Bodrogi,Inga Ferro,RE: Patrol schedule changes,Work related,6/1/2014,Monday,During_work_hours,12:44,Security,Site Control
38,Loreto Bodrogi,Ingrid Barranco,RE: Plants,Work related,6/1/2014,Monday,During_work_hours,12:48,Security,Site Control
54,Willem Vasco-Pais,Orhan Strum,RE: IPO,Work related,6/1/2014,Monday,During_work_hours,12:56,Executive,Environmental Safety Advisor
5,Anda Ribera,Valeria Morlun,Favor - borrow hedge trimmer,Work related,6/1/2014,Monday,During_work_hours,13:01,Administration,Assistant to CFO
44,Orhan Strum,Willem Vasco-Pais,RE: IPO,Work related,6/1/2014,Monday,During_work_hours,13:05,Executive,SVP/COO
7,Benito Hawelon,Adan Morlun,RE: New refueling policies - Effective February 1,Work related,6/1/2014,Monday,During_work_hours,13:07,Facilities,Truck Driver
7,Benito Hawelon,Claudio Hawelon,RE: New refueling policies - Effective February 1,Work related,6/1/2014,Monday,During_work_hours,13:07,Facilities,Truck Driver
7,Benito Hawelon,Valeria Morlun,RE: New refueling policies - Effective February 1,Work related,6/1/2014,Monday,During_work_hours,13:07,Facilities,Truck Driver
7,Benito Hawelon,Varro Awelon,RE: New refueling policies - Effective February 1,Work related,6/1/2014,Monday,During_work_hours,13:07,Facilities,Truck Driver
7,Benito Hawelon,Albina Hafon,RE: New refueling policies - Effective February 1,Work related,6/1/2014,Monday,During_work_hours,13:07,Facilities,Truck Driver
7,Benito Hawelon,Emile Arpa,RE: New refueling policies - Effective February 1,Work related,6/1/2014,Monday,During_work_hours,13:07,Facilities,Truck Driver
7,Benito Hawelon,Irene Nant,RE: New refueling policies - Effective February 1,Work related,6/1/2014,Monday,During_work_hours,13:07,Facilities,Truck Driver
7,Benito Hawelon,Dante Coginian,RE: New refueling policies - Effective February 1,Work related,6/1/2014,Monday,During_work_hours,13:07,Facilities,Truck Driver
21,Felix Resumir,Hideki Cocinaro,RE: Inspection request for site,Work related,6/1/2014,Monday,During_work_hours,13:08,Security,Security Group Manager
21,Felix Resumir,Inga Ferro,RE: Inspection request for site,Work related,6/1/2014,Monday,During_work_hours,13:08,Security,Security Group Manager
21,Felix Resumir,Varja Lagos,RE: Inspection request for site,Work related,6/1/2014,Monday,During_work_hours,13:08,Security,Security Group Manager
21,Felix Resumir,Kanon Herrero,RE: Inspection request for site,Work related,6/1/2014,Monday,During_work_hours,13:08,Security,Security Group Manager
21,Felix Resumir,Stenig Fusil,RE: Inspection request for site,Work related,6/1/2014,Monday,During_work_hours,13:08,Security,Security Group Manager
21,Felix Resumir,Hennie Osvaldo,RE: Inspection request for site,Work related,6/1/2014,Monday,During_work_hours,13:08,Security,Security Group Manager
21,Felix Resumir,Isia Vann,RE: Inspection request for site,Work related,6/1/2014,Monday,During_work_hours,13:08,Security,Security Group Manager
21,Felix Resumir,Edvard Vann,RE: Inspection request for site,Work related,6/1/2014,Monday,During_work_hours,13:08,Security,Security Group Manager
21,Felix Resumir,Loreto Bodrogi,RE: Inspection request for site,Work related,6/1/2014,Monday,During_work_hours,13:08,Security,Security Group Manager
8,Bertrand Ovan,Emile Arpa,Facilities preparations for VIP visit,Work related,6/1/2014,Monday,During_work_hours,13:14,Facilities,Facilities Group Manager
8,Bertrand Ovan,Varro Awelon,Facilities preparations for VIP visit,Work related,6/1/2014,Monday,During_work_hours,13:14,Facilities,Facilities Group Manager
8,Bertrand Ovan,Dante Coginian,Facilities preparations for VIP visit,Work related,6/1/2014,Monday,During_work_hours,13:14,Facilities,Facilities Group Manager
8,Bertrand Ovan,Albina Hafon,Facilities preparations for VIP visit,Work related,6/1/2014,Monday,During_work_hours,13:14,Facilities,Facilities Group Manager
8,Bertrand Ovan,Benito Hawelon,Facilities preparations for VIP visit,Work related,6/1/2014,Monday,During_work_hours,13:14,Facilities,Facilities Group Manager
8,Bertrand Ovan,Claudio Hawelon,Facilities preparations for VIP visit,Work related,6/1/2014,Monday,During_work_hours,13:14,Facilities,Facilities Group Manager
8,Bertrand Ovan,Henk Mies,Facilities preparations for VIP visit,Work related,6/1/2014,Monday,During_work_hours,13:14,Facilities,Facilities Group Manager
8,Bertrand Ovan,Valeria Morlun,Facilities preparations for VIP visit,Work related,6/1/2014,Monday,During_work_hours,13:14,Facilities,Facilities Group Manager
8,Bertrand Ovan,Adan Morlun,Facilities preparations for VIP visit,Work related,6/1/2014,Monday,During_work_hours,13:14,Facilities,Facilities Group Manager
8,Bertrand Ovan,Cecilia Morluniau,Facilities preparations for VIP visit,Work related,6/1/2014,Monday,During_work_hours,13:14,Facilities,Facilities Group Manager
8,Bertrand Ovan,Irene Nant,Facilities preparations for VIP visit,Work related,6/1/2014,Monday,During_work_hours,13:14,Facilities,Facilities Group Manager
8,Bertrand Ovan,Dylan Scozzese,Facilities preparations for VIP visit,Work related,6/1/2014,Monday,During_work_hours,13:14,Facilities,Facilities Group Manager
20,Felix Balas,Birgitta Frente,RE: Wellhead flow rate data,Work related,6/1/2014,Monday,During_work_hours,13:16,Engineering,Engineer
20,Felix Balas,Lars Azada,RE: Wellhead flow rate data,Work related,6/1/2014,Monday,During_work_hours,13:16,Engineering,Engineer
27,Ingrid Barranco,Loreto Bodrogi,RE: Plants,Work related,6/1/2014,Monday,During_work_hours,13:21,Executive,SVP/CFO
9,Birgitta Frente,Lars Azada,RE: Wellhead flow rate data,Work related,6/1/2014,Monday,During_work_hours,13:23,Engineering,Geologist
9,Birgitta Frente,Felix Balas,RE: Wellhead flow rate data,Work related,6/1/2014,Monday,During_work_hours,13:23,Engineering,Geologist
11,Carla Forluniau,Mat Bramar,Question - Protocol for VIP visit,Work related,6/1/2014,Monday,During_work_hours,13:24,Administration,Assistant to IT Group Manager
